GEOGRAPHY_LEVEL,DATA_Level,UUID,FY_ENDING,CASSR,GEOGRAPHY_CODE,DH_GEOGRAPHY_NAME,REGION_GO_CODE,GEOGRAPHY_NAME,DimensionGroup,CareType,FinanceType,FinanceDescription,AgeBand,PrimarySupportReason,SupportSetting,Purpose,CarerSupportType,DataType,ActivityProvision,ComparativeTotals,DataSource,ValueType,ITEMVALUE
Region,Gross Current Expenditure,8113415,2021,,,,E12000009,South West,Expenditure,Long Term Care,Gross Current Expenditure,,18 to 64,Learning Disability Support,Community: Direct Payments,,,,,,,,73476.80844
Local Authority,Gross Current Expenditure,8113415,2021,113,E06000003,Redcar and Cleveland,E12000001,North East,Expenditure,Long Term Care,Gross Current Expenditure,,18 to 64,Learning Disability Support,Community: Direct Payments,,,,,,,,3456
Local Authority,Gross Current Expenditure,8113415,2021,114,E06000004,Stockton-on-Tees,E12000001,North East,Expenditure,Long Term Care,Gross Current Expenditure,,18 to 64,Learning Disability Support,Community: Direct Payments,,,,,,,,1613
Local Authority,Gross Current Expenditure,8113415,2021,116,E06000047,County Durham,E12000001,North East,Expenditure,Long Term Care,Gross Current Expenditure,,18 to 64,Learning Disability Support,Community: Direct Payments,,,,,,,,2913
Local Authority,Gross Current Expenditure,8113415,2021,207,E08000019,Sheffield,E12000003,Yorkshire and The Humber,Expenditure,Long Term Care,Gross Current Expenditure,,18 to 64,Learning Disability Support,Community: Direct Payments,,,,,,,,16892.375
Local Authority,Gross Current Expenditure,8113415,2021,212,E08000035,Leeds,E12000003,Yorkshire and The Humber,Expenditure,Long Term Care,Gross Current Expenditure,,18 to 64,Learning Disability Support,Community: Direct Payments,,,,,,,,4483
Local Authority,Gross Current Expenditure,8113415,2021,214,E06000011,East Riding of Yorkshire,E12000003,Yorkshire and The Humber,Expenditure,Long Term Care,Gross Current Expenditure,,18 to 64,Learning Disability Support,Community: Direct Payments,,,,,,,,10809
Local Authority,Gross Current Expenditure,8113415,2021,216,E06000012,North East Lincolnshire,E12000003,Yorkshire and The Humber,Expenditure,Long Term Care,Gross Current Expenditure,,18 to 64,Learning Disability Support,Community: Direct Payments,,,,,,,,1287
Local Authority,Gross Current Expenditure,8113415,2021,304,E08000001,Bolton,E12000002,North West,Expenditure,Long Term Care,Gross Current Expenditure,,18 to 64,Learning Disability Support,Community: Direct Payments,,,,,,,,5152
Local Authority,Gross Current Expenditure,8113415,2021,316,E08000012,Liverpool,E12000002,North West,Expenditure,Long Term Care,Gross Current Expenditure,,18 to 64,Learning Disability Support,Community: Direct Payments,,,,,,,,1602.52435
Local Authority,Gross Current Expenditure,8113415,2021,317,E08000014,Sefton,E12000002,North West,Expenditure,Long Term Care,Gross Current Expenditure,,18 to 64,Learning Disability Support,Community: Direct Payments,,,,,,,,2766
Local Authority,Gross Current Expenditure,8113415,2021,319,E08000015,Wirral,E12000002,North West,Expenditure,Long Term Care,Gross Current Expenditure,,18 to 64,Learning Disability Support,Community: Direct Payments,,,,,,,,5158
Local Authority,Gross Current Expenditure,8113415,2021,321,E06000006,Halton,E12000002,North West,Expenditure,Long Term Care,Gross Current Expenditure,,18 to 64,Learning Disability Support,Community: Direct Payments,,,,,,,,6534
Local Authority,Gross Current Expenditure,8113415,2021,404,E10000031,Warwickshire,E12000005,West Midlands,Expenditure,Long Term Care,Gross Current Expenditure,,18 to 64,Learning Disability Support,Community: Direct Payments,,,,,,,,6693.71662
Local Authority,Gross Current Expenditure,8113415,2021,406,E08000025,Birmingham,E12000005,West Midlands,Expenditure,Long Term Care,Gross Current Expenditure,,18 to 64,Learning Disability Support,Community: Direct Payments,,,,,,,,11631
Local Authority,Gross Current Expenditure,8113415,2021,412,E08000031,Wolverhampton,E12000005,West Midlands,Expenditure,Long Term Care,Gross Current Expenditure,,18 to 64,Learning Disability Support,Community: Direct Payments,,,,,,,,2936
Local Authority,Gross Current Expenditure,8113415,2021,414,E06000021,Stoke-on-Trent,E12000005,West Midlands,Expenditure,Long Term Care,Gross Current Expenditure,,18 to 64,Learning Disability Support,Community: Direct Payments,,,,,,,,3004.05
Local Authority,Gross Current Expenditure,8113415,2021,509,E06000016,Leicester,E12000004,East Midlands,Expenditure,Long Term Care,Gross Current Expenditure,,18 to 64,Learning Disability Support,Community: Direct Payments,,,,,,,,10814.527
Local Authority,Gross Current Expenditure,8113415,2021,512,E06000018,Nottingham,E12000004,East Midlands,Expenditure,Long Term Care,Gross Current Expenditure,,18 to 64,Learning Disability Support,Community: Direct Payments,,,,,,,,1832.19998
Local Authority,Gross Current Expenditure,8113415,2021,607,E10000020,Norfolk,E12000006,East of England,Expenditure,Long Term Care,Gross Current Expenditure,,18 to 64,Learning Disability Support,Community: Direct Payments,,,,,,,,8026.129991
Local Authority,Gross Current Expenditure,8113415,2021,608,E10000025,Oxfordshire,E12000008,South East,Expenditure,Long Term Care,Gross Current Expenditure,,18 to 64,Learning Disability Support,Community: Direct Payments,,,,,,,,11536
Local Authority,Gross Current Expenditure,8113415,2021,617,E06000039,Slough,E12000008,South East,Expenditure,Long Term Care,Gross Current Expenditure,,18 to 64,Learning Disability Support,Community: Direct Payments,,,,,,,,1590
Local Authority,Gross Current Expenditure,8113415,2021,619,E06000041,Wokingham,E12000008,South East,Expenditure,Long Term Care,Gross Current Expenditure,,18 to 64,Learning Disability Support,Community: Direct Payments,,,,,,,,2903.324071
Local Authority,Gross Current Expenditure,8113415,2021,621,E06000033,Southend-on-Sea,E12000006,East of England,Expenditure,Long Term Care,Gross Current Expenditure,,18 to 64,Learning Disability Support,Community: Direct Payments,,,,,,,,936.43689
Local Authority,Gross Current Expenditure,8113415,2021,705,E09000013,Hammersmith and Fulham,E12000007,London,Expenditure,Long Term Care,Gross Current Expenditure,,18 to 64,Learning Disability Support,Community: Direct Payments,,,,,,,,1670.403
Local Authority,Gross Current Expenditure,8113415,2021,718,E09000004,Bexley,E12000007,London,Expenditure,Long Term Care,Gross Current Expenditure,,18 to 64,Learning Disability Support,Community: Direct Payments,,,,,,,,2500
Local Authority,Gross Current Expenditure,8113415,2021,725,E09000015,Harrow,E12000007,London,Expenditure,Long Term Care,Gross Current Expenditure,,18 to 64,Learning Disability Support,Community: Direct Payments,,,,,,,,2924.297
Local Authority,Gross Current Expenditure,8113415,2021,728,E09000018,Hounslow,E12000007,London,Expenditure,Long Term Care,Gross Current Expenditure,,18 to 64,Learning Disability Support,Community: Direct Payments,,,,,,,,1630
Local Authority,Gross Current Expenditure,8113415,2021,729,E09000021,Kingston upon Thames,E12000007,London,Expenditure,Long Term Care,Gross Current Expenditure,,18 to 64,Learning Disability Support,Community: Direct Payments,,,,,,,,1900
Local Authority,Gross Current Expenditure,8113415,2021,732,E09000026,Redbridge,E12000007,London,Expenditure,Long Term Care,Gross Current Expenditure,,18 to 64,Learning Disability Support,Community: Direct Payments,,,,,,,,5599
Local Authority,Gross Current Expenditure,8113415,2021,733,E09000027,Richmond upon Thames,E12000007,London,Expenditure,Long Term Care,Gross Current Expenditure,,18 to 64,Learning Disability Support,Community: Direct Payments,,,,,,,,2861
Local Authority,Gross Current Expenditure,8113415,2021,734,E09000029,Sutton,E12000007,London,Expenditure,Long Term Care,Gross Current Expenditure,,18 to 64,Learning Disability Support,Community: Direct Payments,,,,,,,,2772.16548
Local Authority,Gross Current Expenditure,8113415,2021,813,E06000044,Portsmouth,E12000008,South East,Expenditure,Long Term Care,Gross Current Expenditure,,18 to 64,Learning Disability Support,Community: Direct Payments,,,,,,,,376
Local Authority,Gross Current Expenditure,8113415,2021,816,E06000043,Brighton and Hove,E12000008,South East,Expenditure,Long Term Care,Gross Current Expenditure,,18 to 64,Learning Disability Support,Community: Direct Payments,,,,,,,,1873
Local Authority,Gross Current Expenditure,8113415,2021,819,E06000030,Swindon,E12000009,South West,Expenditure,Long Term Care,Gross Current Expenditure,,18 to 64,Learning Disability Support,Community: Direct Payments,,,,,,,,2718.727
Local Authority,Gross Current Expenditure,8113415,2021,908,E06000022,Bath and North East Somerset,E12000009,South West,Expenditure,Long Term Care,Gross Current Expenditure,,18 to 64,Learning Disability Support,Community: Direct Payments,,,,,,,,1732
Local Authority,Gross Current Expenditure,8113415,2021,913,E06000026,Plymouth,E12000009,South West,Expenditure,Long Term Care,Gross Current Expenditure,,18 to 64,Learning Disability Support,Community: Direct Payments,,,,,,,,3840.43699
Region,Gross Current Expenditure,8113415,2021,,,,E12000002,North West,Expenditure,Long Term Care,Gross Current Expenditure,,18 to 64,Learning Disability Support,Community: Direct Payments,,,,,,,,113934.7396
Region,Gross Current Expenditure,8113415,2021,,,,E12000006,East of England,Expenditure,Long Term Care,Gross Current Expenditure,,18 to 64,Learning Disability Support,Community: Direct Payments,,,,,,,,79956.50976
Local Authority,Gross Current Expenditure,8113415,2021,106,E08000037,Gateshead,E12000001,North East,Expenditure,Long Term Care,Gross Current Expenditure,,18 to 64,Learning Disability Support,Community: Direct Payments,,,,,,,,1710
Local Authority,Gross Current Expenditure,8113415,2021,107,E08000021,Newcastle upon Tyne,E12000001,North East,Expenditure,Long Term Care,Gross Current Expenditure,,18 to 64,Learning Disability Support,Community: Direct Payments,,,,,,,,3634.188
Local Authority,Gross Current Expenditure,8113415,2021,108,E08000022,North Tyneside,E12000001,North East,Expenditure,Long Term Care,Gross Current Expenditure,,18 to 64,Learning Disability Support,Community: Direct Payments,,,,,,,,6708
Local Authority,Gross Current Expenditure,8113415,2021,110,E08000024,Sunderland,E12000001,North East,Expenditure,Long Term Care,Gross Current Expenditure,,18 to 64,Learning Disability Support,Community: Direct Payments,,,,,,,,1893
Local Authority,Gross Current Expenditure,8113415,2021,111,E06000001,Hartlepool,E12000001,North East,Expenditure,Long Term Care,Gross Current Expenditure,,18 to 64,Learning Disability Support,Community: Direct Payments,,,,,,,,1137.196076
Local Authority,Gross Current Expenditure,8113415,2021,117,E06000005,Darlington,E12000001,North East,Expenditure,Long Term Care,Gross Current Expenditure,,18 to 64,Learning Disability Support,Community: Direct Payments,,,,,,,,2483
Local Authority,Gross Current Expenditure,8113415,2021,204,E08000016,Barnsley,E12000003,Yorkshire and The Humber,Expenditure,Long Term Care,Gross Current Expenditure,,18 to 64,Learning Disability Support,Community: Direct Payments,,,,,,,,5789
Local Authority,Gross Current Expenditure,8113415,2021,205,E08000017,Doncaster,E12000003,Yorkshire and The Humber,Expenditure,Long Term Care,Gross Current Expenditure,,18 to 64,Learning Disability Support,Community: Direct Payments,,,,,,,,3557
Local Authority,Gross Current Expenditure,8113415,2021,206,E08000018,Rotherham,E12000003,Yorkshire and The Humber,Expenditure,Long Term Care,Gross Current Expenditure,,18 to 64,Learning Disability Support,Community: Direct Payments,,,,,,,,3675
Local Authority,Gross Current Expenditure,8113415,2021,210,E08000033,Calderdale,E12000003,Yorkshire and The Humber,Expenditure,Long Term Care,Gross Current Expenditure,,18 to 64,Learning Disability Support,Community: Direct Payments,,,,,,,,2920.621
Local Authority,Gross Current Expenditure,8113415,2021,215,E06000010,Kingston upon Hull City of,E12000003,Yorkshire and The Humber,Expenditure,Long Term Care,Gross Current Expenditure,,18 to 64,Learning Disability Support,Community: Direct Payments,,,,,,,,3000
Local Authority,Gross Current Expenditure,8113415,2021,306,E08000003,Manchester,E12000002,North West,Expenditure,Long Term Care,Gross Current Expenditure,,18 to 64,Learning Disability Support,Community: Direct Payments,,,,,,,,3734
Local Authority,Gross Current Expenditure,8113415,2021,307,E08000004,Oldham,E12000002,North West,Expenditure,Long Term Care,Gross Current Expenditure,,18 to 64,Learning Disability Support,Community: Direct Payments,,,,,,,,5695
Local Authority,Gross Current Expenditure,8113415,2021,313,E08000010,Wigan,E12000002,North West,Expenditure,Long Term Care,Gross Current Expenditure,,18 to 64,Learning Disability Support,Community: Direct Payments,,,,,,,,7280
Local Authority,Gross Current Expenditure,8113415,2021,324,E06000008,Blackburn with Darwen,E12000002,North West,Expenditure,Long Term Care,Gross Current Expenditure,,18 to 64,Learning Disability Support,Community: Direct Payments,,,,,,,,2576
Local Authority,Gross Current Expenditure,8113415,2021,325,E06000009,Blackpool,E12000002,North West,Expenditure,Long Term Care,Gross Current Expenditure,,18 to 64,Learning Disability Support,Community: Direct Payments,,,,,,,,1247.02263
Local Authority,Gross Current Expenditure,8113415,2021,407,E08000026,Coventry,E12000005,West Midlands,Expenditure,Long Term Care,Gross Current Expenditure,,18 to 64,Learning Disability Support,Community: Direct Payments,,,,,,,,4038
Local Authority,Gross Current Expenditure,8113415,2021,409,E08000028,Sandwell,E12000005,West Midlands,Expenditure,Long Term Care,Gross Current Expenditure,,18 to 64,Learning Disability Support,Community: Direct Payments,,,,,,,,2292
Local Authority,Gross Current Expenditure,8113415,2021,410,E08000029,Solihull,E12000005,West Midlands,Expenditure,Long Term Care,Gross Current Expenditure,,18 to 64,Learning Disability Support,Community: Direct Payments,,,,,,,,3245.932166
Local Authority,Gross Current Expenditure,8113415,2021,418,E06000020,Telford and Wrekin,E12000005,West Midlands,Expenditure,Long Term Care,Gross Current Expenditure,,18 to 64,Learning Disability Support,Community: Direct Payments,,,,,,,,2425.351
Local Authority,Gross Current Expenditure,8113415,2021,503,E10000019,Lincolnshire,E12000004,East Midlands,Expenditure,Long Term Care,Gross Current Expenditure,,18 to 64,Learning Disability Support,Community: Direct Payments,,,,,,,,8934
Local Authority,Gross Current Expenditure,8113415,2021,611,E06000032,Luton,E12000006,East of England,Expenditure,Long Term Care,Gross Current Expenditure,,18 to 64,Learning Disability Support,Community: Direct Payments,,,,,,,,2093
Local Authority,Gross Current Expenditure,8113415,2021,613,E06000042,Milton Keynes,E12000008,South East,Expenditure,Long Term Care,Gross Current Expenditure,,18 to 64,Learning Disability Support,Community: Direct Payments,,,,,,,,2324.906258
Local Authority,Gross Current Expenditure,8113415,2021,623,E10000003,Cambridgeshire,E12000006,East of England,Expenditure,Long Term Care,Gross Current Expenditure,,18 to 64,Learning Disability Support,Community: Direct Payments,,,,,,,,6298
Local Authority,Gross Current Expenditure,8113415,2021,711,E09000030,Tower Hamlets,E12000007,London,Expenditure,Long Term Care,Gross Current Expenditure,,18 to 64,Learning Disability Support,Community: Direct Payments,,,,,,,,3339.685771
Local Authority,Gross Current Expenditure,8113415,2021,713,E09000033,Westminster,E12000007,London,Expenditure,Long Term Care,Gross Current Expenditure,,18 to 64,Learning Disability Support,Community: Direct Payments,,,,,,,,2004.64
Local Authority,Gross Current Expenditure,8113415,2021,714,E09000001,City of London,E12000007,London,Expenditure,Long Term Care,Gross Current Expenditure,,18 to 64,Learning Disability Support,Community: Direct Payments,,,,,,,,15
Local Authority,Gross Current Expenditure,8113415,2021,717,E09000003,Barnet,E12000007,London,Expenditure,Long Term Care,Gross Current Expenditure,,18 to 64,Learning Disability Support,Community: Direct Payments,,,,,,,,4959.451871
Local Authority,Gross Current Expenditure,8113415,2021,719,E09000005,Brent,E12000007,London,Expenditure,Long Term Care,Gross Current Expenditure,,18 to 64,Learning Disability Support,Community: Direct Payments,,,,,,,,2503.420218
Local Authority,Gross Current Expenditure,8113415,2021,720,E09000006,Bromley,E12000007,London,Expenditure,Long Term Care,Gross Current Expenditure,,18 to 64,Learning Disability Support,Community: Direct Payments,,,,,,,,4065.59283
Local Authority,Gross Current Expenditure,8113415,2021,721,E09000008,Croydon,E12000007,London,Expenditure,Long Term Care,Gross Current Expenditure,,18 to 64,Learning Disability Support,Community: Direct Payments,,,,,,,,5461
Local Authority,Gross Current Expenditure,8113415,2021,803,E06000046,Isle of Wight,E12000008,South East,Expenditure,Long Term Care,Gross Current Expenditure,,18 to 64,Learning Disability Support,Community: Direct Payments,,,,,,,,3783.588
Local Authority,Gross Current Expenditure,8113415,2021,807,E10000032,West Sussex,E12000008,South East,Expenditure,Long Term Care,Gross Current Expenditure,,18 to 64,Learning Disability Support,Community: Direct Payments,,,,,,,,6911.660701
Local Authority,Gross Current Expenditure,8113415,2021,812,E10000014,Hampshire,E12000008,South East,Expenditure,Long Term Care,Gross Current Expenditure,,18 to 64,Learning Disability Support,Community: Direct Payments,,,,,,,,16606.73259
Local Authority,Gross Current Expenditure,8113415,2021,821,E06000035,Medway,E12000008,South East,Expenditure,Long Term Care,Gross Current Expenditure,,18 to 64,Learning Disability Support,Community: Direct Payments,,,,,,,,5354.04
Local Authority,Gross Current Expenditure,8113415,2021,902,E06000052,Cornwall,E12000009,South West,Expenditure,Long Term Care,Gross Current Expenditure,,18 to 64,Learning Disability Support,Community: Direct Payments,,,,,,,,11398.07435
Local Authority,Gross Current Expenditure,8113415,2021,906,E06000053,Isles of Scilly,E12000009,South West,Expenditure,Long Term Care,Gross Current Expenditure,,18 to 64,Learning Disability Support,Community: Direct Payments,,,,,,,,16.016
Local Authority,Gross Current Expenditure,8113415,2021,910,E06000024,North Somerset,E12000009,South West,Expenditure,Long Term Care,Gross Current Expenditure,,18 to 64,Learning Disability Support,Community: Direct Payments,,,,,,,,4448.657684
Local Authority,Gross Current Expenditure,8113415,2021,916,E06000060,Buckinghamshire,E12000008,South East,Expenditure,Long Term Care,Gross Current Expenditure,,18 to 64,Learning Disability Support,Community: Direct Payments,,,,,,,,4655.148
Region,Gross Current Expenditure,8113415,2021,,,,E12000001,North East,Expenditure,Long Term Care,Gross Current Expenditure,,18 to 64,Learning Disability Support,Community: Direct Payments,,,,,,,,36295.38408
Region,Gross Current Expenditure,8113415,2021,,,,E12000007,London,Expenditure,Long Term Care,Gross Current Expenditure,,18 to 64,Learning Disability Support,Community: Direct Payments,,,,,,,,110858.1681
Region,Gross Current Expenditure,8113415,2021,,,,E12000008,South East,Expenditure,Long Term Care,Gross Current Expenditure,,18 to 64,Learning Disability Support,Community: Direct Payments,,,,,,,,98819.27991
Local Authority,Gross Current Expenditure,8113515,2021,104,E06000057,Northumberland,E12000001,North East,Expenditure,Long Term Care,Gross Current Expenditure,,18 to 64,Learning Disability Support,Community: Home Care,,,,,,,,11304
Local Authority,Gross Current Expenditure,8113515,2021,109,E08000023,South Tyneside,E12000001,North East,Expenditure,Long Term Care,Gross Current Expenditure,,18 to 64,Learning Disability Support,Community: Home Care,,,,,,,,262
Local Authority,Gross Current Expenditure,8113515,2021,116,E06000047,County Durham,E12000001,North East,Expenditure,Long Term Care,Gross Current Expenditure,,18 to 64,Learning Disability Support,Community: Home Care,,,,,,,,707
Local Authority,Gross Current Expenditure,8113515,2021,204,E08000016,Barnsley,E12000003,Yorkshire and The Humber,Expenditure,Long Term Care,Gross Current Expenditure,,18 to 64,Learning Disability Support,Community: Home Care,,,,,,,,220
Local Authority,Gross Current Expenditure,8113515,2021,207,E08000019,Sheffield,E12000003,Yorkshire and The Humber,Expenditure,Long Term Care,Gross Current Expenditure,,18 to 64,Learning Disability Support,Community: Home Care,,,,,,,,3787.035
Local Authority,Gross Current Expenditure,8113515,2021,209,E08000032,Bradford,E12000003,Yorkshire and The Humber,Expenditure,Long Term Care,Gross Current Expenditure,,18 to 64,Learning Disability Support,Community: Home Care,,,,,,,,9759.868942
Local Authority,Gross Current Expenditure,8113515,2021,211,E08000034,Kirklees,E12000003,Yorkshire and The Humber,Expenditure,Long Term Care,Gross Current Expenditure,,18 to 64,Learning Disability Support,Community: Home Care,,,,,,,,738.044
Local Authority,Gross Current Expenditure,8113515,2021,214,E06000011,East Riding of Yorkshire,E12000003,Yorkshire and The Humber,Expenditure,Long Term Care,Gross Current Expenditure,,18 to 64,Learning Disability Support,Community: Home Care,,,,,,,,2432
Local Authority,Gross Current Expenditure,8113515,2021,215,E06000010,Kingston upon Hull City of,E12000003,Yorkshire and The Humber,Expenditure,Long Term Care,Gross Current Expenditure,,18 to 64,Learning Disability Support,Community: Home Care,,,,,,,,508
Local Authority,Gross Current Expenditure,8113515,2021,218,E10000023,North Yorkshire,E12000003,Yorkshire and The Humber,Expenditure,Long Term Care,Gross Current Expenditure,,18 to 64,Learning Disability Support,Community: Home Care,,,,,,,,7918.651259
Local Authority,Gross Current Expenditure,8113515,2021,219,E06000014,York,E12000003,Yorkshire and The Humber,Expenditure,Long Term Care,Gross Current Expenditure,,18 to 64,Learning Disability Support,Community: Home Care,,,,,,,,293.93863
Local Authority,Gross Current Expenditure,8113515,2021,304,E08000001,Bolton,E12000002,North West,Expenditure,Long Term Care,Gross Current Expenditure,,18 to 64,Learning Disability Support,Community: Home Care,,,,,,,,791
Local Authority,Gross Current Expenditure,8113515,2021,307,E08000004,Oldham,E12000002,North West,Expenditure,Long Term Care,Gross Current Expenditure,,18 to 64,Learning Disability Support,Community: Home Care,,,,,,,,792
Local Authority,Gross Current Expenditure,8113515,2021,311,E08000008,Tameside,E12000002,North West,Expenditure,Long Term Care,Gross Current Expenditure,,18 to 64,Learning Disability Support,Community: Home Care,,,,,,,,1322.100286
Local Authority,Gross Current Expenditure,8113515,2021,319,E08000015,Wirral,E12000002,North West,Expenditure,Long Term Care,Gross Current Expenditure,,18 to 64,Learning Disability Support,Community: Home Care,,,,,,,,868
Local Authority,Gross Current Expenditure,8113515,2021,404,E10000031,Warwickshire,E12000005,West Midlands,Expenditure,Long Term Care,Gross Current Expenditure,,18 to 64,Learning Disability Support,Community: Home Care,,,,,,,,775.92783
Local Authority,Gross Current Expenditure,8113515,2021,407,E08000026,Coventry,E12000005,West Midlands,Expenditure,Long Term Care,Gross Current Expenditure,,18 to 64,Learning Disability Support,Community: Home Care,,,,,,,,4269
Local Authority,Gross Current Expenditure,8113515,2021,412,E08000031,Wolverhampton,E12000005,West Midlands,Expenditure,Long Term Care,Gross Current Expenditure,,18 to 64,Learning Disability Support,Community: Home Care,,,,,,,,504.826
Local Authority,Gross Current Expenditure,8113515,2021,413,E10000028,Staffordshire,E12000005,West Midlands,Expenditure,Long Term Care,Gross Current Expenditure,,18 to 64,Learning Disability Support,Community: Home Care,,,,,,,,2666
Local Authority,Gross Current Expenditure,8113515,2021,414,E06000021,Stoke-on-Trent,E12000005,West Midlands,Expenditure,Long Term Care,Gross Current Expenditure,,18 to 64,Learning Disability Support,Community: Home Care,,,,,,,,0
Local Authority,Gross Current Expenditure,8113515,2021,503,E10000019,Lincolnshire,E12000004,East Midlands,Expenditure,Long Term Care,Gross Current Expenditure,,18 to 64,Learning Disability Support,Community: Home Care,,,,,,,,0
Local Authority,Gross Current Expenditure,8113515,2021,507,E06000015,Derby,E12000004,East Midlands,Expenditure,Long Term Care,Gross Current Expenditure,,18 to 64,Learning Disability Support,Community: Home Care,,,,,,,,5886
Local Authority,Gross Current Expenditure,8113515,2021,607,E10000020,Norfolk,E12000006,East of England,Expenditure,Long Term Care,Gross Current Expenditure,,18 to 64,Learning Disability Support,Community: Home Care,,,,,,,,602.2488584
Local Authority,Gross Current Expenditure,8113515,2021,608,E10000025,Oxfordshire,E12000008,South East,Expenditure,Long Term Care,Gross Current Expenditure,,18 to 64,Learning Disability Support,Community: Home Care,,,,,,,,768
Local Authority,Gross Current Expenditure,8113515,2021,625,E06000055,Bedford,E12000006,East of England,Expenditure,Long Term Care,Gross Current Expenditure,,18 to 64,Learning Disability Support,Community: Home Care,,,,,,,,741.0195047
Local Authority,Gross Current Expenditure,8113515,2021,706,E09000019,Islington,E12000007,London,Expenditure,Long Term Care,Gross Current Expenditure,,18 to 64,Learning Disability Support,Community: Home Care,,,,,,,,1348.923491
Local Authority,Gross Current Expenditure,8113515,2021,709,E09000023,Lewisham,E12000007,London,Expenditure,Long Term Care,Gross Current Expenditure,,18 to 64,Learning Disability Support,Community: Home Care,,,,,,,,564.2373147
Local Authority,Gross Current Expenditure,8113515,2021,716,E09000002,Barking and Dagenham,E12000007,London,Expenditure,Long Term Care,Gross Current Expenditure,,18 to 64,Learning Disability Support,Community: Home Care,,,,,,,,387
Local Authority,Gross Current Expenditure,8113515,2021,717,E09000003,Barnet,E12000007,London,Expenditure,Long Term Care,Gross Current Expenditure,,18 to 64,Learning Disability Support,Community: Home Care,,,,,,,,1040.858502
Local Authority,Gross Current Expenditure,8113515,2021,719,E09000005,Brent,E12000007,London,Expenditure,Long Term Care,Gross Current Expenditure,,18 to 64,Learning Disability Support,Community: Home Care,,,,,,,,455.5524983
Local Authority,Gross Current Expenditure,8113515,2021,725,E09000015,Harrow,E12000007,London,Expenditure,Long Term Care,Gross Current Expenditure,,18 to 64,Learning Disability Support,Community: Home Care,,,,,,,,1008.297
Local Authority,Gross Current Expenditure,8113515,2021,730,E09000024,Merton,E12000007,London,Expenditure,Long Term Care,Gross Current Expenditure,,18 to 64,Learning Disability Support,Community: Home Care,,,,,,,,484.8368552
Local Authority,Gross Current Expenditure,8113515,2021,733,E09000027,Richmond upon Thames,E12000007,London,Expenditure,Long Term Care,Gross Current Expenditure,,18 to 64,Learning Disability Support,Community: Home Care,,,,,,,,197
Local Authority,Gross Current Expenditure,8113515,2021,735,E09000031,Waltham Forest,E12000007,London,Expenditure,Long Term Care,Gross Current Expenditure,,18 to 64,Learning Disability Support,Community: Home Care,,,,,,,,1868.089
Local Authority,Gross Current Expenditure,8113515,2021,738,E06000058,Bournemouth Christchurch and Poole,E12000009,South West,Expenditure,Long Term Care,Gross Current Expenditure,,18 to 64,Learning Disability Support,Community: Home Care,,,,,,,,12574.42
Local Authority,Gross Current Expenditure,8113515,2021,803,E06000046,Isle of Wight,E12000008,South East,Expenditure,Long Term Care,Gross Current Expenditure,,18 to 64,Learning Disability Support,Community: Home Care,,,,,,,,613.637
Local Authority,Gross Current Expenditure,8113515,2021,819,E06000030,Swindon,E12000009,South West,Expenditure,Long Term Care,Gross Current Expenditure,,18 to 64,Learning Disability Support,Community: Home Care,,,,,,,,939.135
Local Authority,Gross Current Expenditure,8113515,2021,820,E10000016,Kent,E12000008,South East,Expenditure,Long Term Care,Gross Current Expenditure,,18 to 64,Learning Disability Support,Community: Home Care,,,,,,,,1034.420689
Local Authority,Gross Current Expenditure,8113515,2021,905,E10000027,Somerset,E12000009,South West,Expenditure,Long Term Care,Gross Current Expenditure,,18 to 64,Learning Disability Support,Community: Home Care,,,,,,,,2704
Local Authority,Gross Current Expenditure,8113515,2021,906,E06000053,Isles of Scilly,E12000009,South West,Expenditure,Long Term Care,Gross Current Expenditure,,18 to 64,Learning Disability Support,Community: Home Care,,,,,,,,0
Local Authority,Gross Current Expenditure,8113515,2021,909,E06000023,Bristol City of,E12000009,South West,Expenditure,Long Term Care,Gross Current Expenditure,,18 to 64,Learning Disability Support,Community: Home Care,,,,,,,,342
Local Authority,Gross Current Expenditure,8113515,2021,910,E06000024,North Somerset,E12000009,South West,Expenditure,Long Term Care,Gross Current Expenditure,,18 to 64,Learning Disability Support,Community: Home Care,,,,,,,,1164.294547
Local Authority,Gross Current Expenditure,8113515,2021,913,E06000026,Plymouth,E12000009,South West,Expenditure,Long Term Care,Gross Current Expenditure,,18 to 64,Learning Disability Support,Community: Home Care,,,,,,,,940.37773
Local Authority,Gross Current Expenditure,8113515,2021,916,E06000060,Buckinghamshire,E12000008,South East,Expenditure,Long Term Care,Gross Current Expenditure,,18 to 64,Learning Disability Support,Community: Home Care,,,,,,,,723.601
Region,Gross Current Expenditure,8113515,2021,,,,E12000002,North West,Expenditure,Long Term Care,Gross Current Expenditure,,18 to 64,Learning Disability Support,Community: Home Care,,,,,,,,60631.74732
Region,Gross Current Expenditure,8113515,2021,,,,E12000003,Yorkshire and The Humber,Expenditure,Long Term Care,Gross Current Expenditure,,18 to 64,Learning Disability Support,Community: Home Care,,,,,,,,32690.94337
Region,Gross Current Expenditure,8113515,2021,,,,E12000004,East Midlands,Expenditure,Long Term Care,Gross Current Expenditure,,18 to 64,Learning Disability Support,Community: Home Care,,,,,,,,15433.43402
Region,Gross Current Expenditure,8113515,2021,,,,E12000006,East of England,Expenditure,Long Term Care,Gross Current Expenditure,,18 to 64,Learning Disability Support,Community: Home Care,,,,,,,,112754.0343
