GEOGRAPHY_LEVEL,DATA_Level,UUID,FY_ENDING,CASSR,GEOGRAPHY_CODE,DH_GEOGRAPHY_NAME,REGION_GO_CODE,GEOGRAPHY_NAME,DimensionGroup,CareType,FinanceType,FinanceDescription,AgeBand,PrimarySupportReason,SupportSetting,Purpose,CarerSupportType,DataType,ActivityProvision,ComparativeTotals,DataSource,ValueType,ITEMVALUE
Local Authority,Gross Current Expenditure,8114615,2024,310,E08000007,Stockport,E12000002,North West,Expenditure,Long Term Care,Gross Current Expenditure,,18 to 64,Mental Health Support,Community: Supported Living,,,,,,,,0
Local Authority,Gross Current Expenditure,8114615,2024,311,E08000008,Tameside,E12000002,North West,Expenditure,Long Term Care,Gross Current Expenditure,,18 to 64,Mental Health Support,Community: Supported Living,,,,,,,,0
Local Authority,Gross Current Expenditure,8114615,2024,318,E08000013,St. Helens,E12000002,North West,Expenditure,Long Term Care,Gross Current Expenditure,,18 to 64,Mental Health Support,Community: Supported Living,,,,,,,,742
Local Authority,Gross Current Expenditure,8114615,2024,321,E06000006,Halton,E12000002,North West,Expenditure,Long Term Care,Gross Current Expenditure,,18 to 64,Mental Health Support,Community: Supported Living,,,,,,,,849
Local Authority,Gross Current Expenditure,8114615,2024,313,E08000010,Wigan,E12000002,North West,Expenditure,Long Term Care,Gross Current Expenditure,,18 to 64,Mental Health Support,Community: Supported Living,,,,,,,,0
Local Authority,Gross Current Expenditure,8114615,2024,317,E08000014,Sefton,E12000002,North West,Expenditure,Long Term Care,Gross Current Expenditure,,18 to 64,Mental Health Support,Community: Supported Living,,,,,,,,845.4172861
Local Authority,Gross Current Expenditure,8114615,2024,319,E08000015,Wirral,E12000002,North West,Expenditure,Long Term Care,Gross Current Expenditure,,18 to 64,Mental Health Support,Community: Supported Living,,,,,,,,4808
Local Authority,Gross Current Expenditure,8114615,2024,327,E06000050,Cheshire West and Chester,E12000002,North West,Expenditure,Long Term Care,Gross Current Expenditure,,18 to 64,Mental Health Support,Community: Supported Living,,,,,,,,0
Local Authority,Gross Current Expenditure,8114615,2024,316,E08000012,Liverpool,E12000002,North West,Expenditure,Long Term Care,Gross Current Expenditure,,18 to 64,Mental Health Support,Community: Supported Living,,,,,,,,13.28140755
Local Authority,Gross Current Expenditure,8114615,2024,322,E06000007,Warrington,E12000002,North West,Expenditure,Long Term Care,Gross Current Expenditure,,18 to 64,Mental Health Support,Community: Supported Living,,,,,,,,0
Local Authority,Gross Current Expenditure,8114615,2024,324,E06000008,Blackburn with Darwen,E12000002,North West,Expenditure,Long Term Care,Gross Current Expenditure,,18 to 64,Mental Health Support,Community: Supported Living,,,,,,,,136
Local Authority,Gross Current Expenditure,8114615,2024,406,E08000025,Birmingham,E12000005,West Midlands,Expenditure,Long Term Care,Gross Current Expenditure,,18 to 64,Mental Health Support,Community: Supported Living,,,,,,,,10101.07456
Local Authority,Gross Current Expenditure,8114615,2024,323,E10000017,Lancashire,E12000002,North West,Expenditure,Long Term Care,Gross Current Expenditure,,18 to 64,Mental Health Support,Community: Supported Living,,,,,,,,7246.629139
Local Authority,Gross Current Expenditure,8114615,2024,326,E06000049,Cheshire East,E12000002,North West,Expenditure,Long Term Care,Gross Current Expenditure,,18 to 64,Mental Health Support,Community: Supported Living,,,,,,,,3655.28144
Local Authority,Gross Current Expenditure,8114615,2024,407,E08000026,Coventry,E12000005,West Midlands,Expenditure,Long Term Care,Gross Current Expenditure,,18 to 64,Mental Health Support,Community: Supported Living,,,,,,,,414
Local Authority,Gross Current Expenditure,8114615,2024,411,E08000030,Walsall,E12000005,West Midlands,Expenditure,Long Term Care,Gross Current Expenditure,,18 to 64,Mental Health Support,Community: Supported Living,,,,,,,,2157
Local Authority,Gross Current Expenditure,8114615,2024,325,E06000009,Blackpool,E12000002,North West,Expenditure,Long Term Care,Gross Current Expenditure,,18 to 64,Mental Health Support,Community: Supported Living,,,,,,,,1231.88858
Local Authority,Gross Current Expenditure,8114615,2024,408,E08000027,Dudley,E12000005,West Midlands,Expenditure,Long Term Care,Gross Current Expenditure,,18 to 64,Mental Health Support,Community: Supported Living,,,,,,,,2330
Local Authority,Gross Current Expenditure,8114615,2024,412,E08000031,Wolverhampton,E12000005,West Midlands,Expenditure,Long Term Care,Gross Current Expenditure,,18 to 64,Mental Health Support,Community: Supported Living,,,,,,,,1866
Local Authority,Gross Current Expenditure,8114615,2024,413,E10000028,Staffordshire,E12000005,West Midlands,Expenditure,Long Term Care,Gross Current Expenditure,,18 to 64,Mental Health Support,Community: Supported Living,,,,,,,,6132
Local Authority,Gross Current Expenditure,8114615,2024,404,E10000031,Warwickshire,E12000005,West Midlands,Expenditure,Long Term Care,Gross Current Expenditure,,18 to 64,Mental Health Support,Community: Supported Living,,,,,,,,4785.451856
Local Authority,Gross Current Expenditure,8114615,2024,417,E06000051,Shropshire,E12000005,West Midlands,Expenditure,Long Term Care,Gross Current Expenditure,,18 to 64,Mental Health Support,Community: Supported Living,,,,,,,,559
Local Authority,Gross Current Expenditure,8114615,2024,415,E06000019,"Herefordshire, County of",E12000005,West Midlands,Expenditure,Long Term Care,Gross Current Expenditure,,18 to 64,Mental Health Support,Community: Supported Living,,,,,,,,242.951
Local Authority,Gross Current Expenditure,8114615,2024,414,E06000021,Stoke-on-Trent,E12000005,West Midlands,Expenditure,Long Term Care,Gross Current Expenditure,,18 to 64,Mental Health Support,Community: Supported Living,,,,,,,,2825
Local Authority,Gross Current Expenditure,8114615,2024,409,E08000028,Sandwell,E12000005,West Midlands,Expenditure,Long Term Care,Gross Current Expenditure,,18 to 64,Mental Health Support,Community: Supported Living,,,,,,,,912
Local Authority,Gross Current Expenditure,8114615,2024,509,E06000016,Leicester,E12000004,East Midlands,Expenditure,Long Term Care,Gross Current Expenditure,,18 to 64,Mental Health Support,Community: Supported Living,,,,,,,,1902.2
Local Authority,Gross Current Expenditure,8114615,2024,508,E10000018,Leicestershire,E12000004,East Midlands,Expenditure,Long Term Care,Gross Current Expenditure,,18 to 64,Mental Health Support,Community: Supported Living,,,,,,,,3025
Local Authority,Gross Current Expenditure,8114615,2024,503,E10000019,Lincolnshire,E12000004,East Midlands,Expenditure,Long Term Care,Gross Current Expenditure,,18 to 64,Mental Health Support,Community: Supported Living,,,,,,,,1121
Local Authority,Gross Current Expenditure,8114615,2024,410,E08000029,Solihull,E12000005,West Midlands,Expenditure,Long Term Care,Gross Current Expenditure,,18 to 64,Mental Health Support,Community: Supported Living,,,,,,,,1067.874038
Local Authority,Gross Current Expenditure,8114615,2024,608,E10000025,Oxfordshire,E12000008,South East,Expenditure,Long Term Care,Gross Current Expenditure,,18 to 64,Mental Health Support,Community: Supported Living,,,,,,,,1034
Local Authority,Gross Current Expenditure,8114615,2024,511,E10000024,Nottinghamshire,E12000004,East Midlands,Expenditure,Long Term Care,Gross Current Expenditure,,18 to 64,Mental Health Support,Community: Supported Living,,,,,,,,4748.471858
Local Authority,Gross Current Expenditure,8114615,2024,507,E06000015,Derby,E12000004,East Midlands,Expenditure,Long Term Care,Gross Current Expenditure,,18 to 64,Mental Health Support,Community: Supported Living,,,,,,,,95.64845
Local Authority,Gross Current Expenditure,8114615,2024,416,E10000034,Worcestershire,E12000005,West Midlands,Expenditure,Long Term Care,Gross Current Expenditure,,18 to 64,Mental Health Support,Community: Supported Living,,,,,,,,4674.946829
Local Authority,Gross Current Expenditure,8114615,2024,613,E06000042,Milton Keynes,E12000008,South East,Expenditure,Long Term Care,Gross Current Expenditure,,18 to 64,Mental Health Support,Community: Supported Living,,,,,,,,3451.637826
Local Authority,Gross Current Expenditure,8114615,2024,611,E06000032,Luton,E12000006,East of England,Expenditure,Long Term Care,Gross Current Expenditure,,18 to 64,Mental Health Support,Community: Supported Living,,,,,,,,2749
Local Authority,Gross Current Expenditure,8114615,2024,512,E06000018,Nottingham,E12000004,East Midlands,Expenditure,Long Term Care,Gross Current Expenditure,,18 to 64,Mental Health Support,Community: Supported Living,,,,,,,,5582.78085
Local Authority,Gross Current Expenditure,8114615,2024,418,E06000020,Telford and Wrekin,E12000005,West Midlands,Expenditure,Long Term Care,Gross Current Expenditure,,18 to 64,Mental Health Support,Community: Supported Living,,,,,,,,531.342
Local Authority,Gross Current Expenditure,8114615,2024,620,E10000012,Essex,E12000006,East of England,Expenditure,Long Term Care,Gross Current Expenditure,,18 to 64,Mental Health Support,Community: Supported Living,,,,,,,,281
Local Authority,Gross Current Expenditure,8114615,2024,621,E06000033,Southend-on-Sea,E12000006,East of England,Expenditure,Long Term Care,Gross Current Expenditure,,18 to 64,Mental Health Support,Community: Supported Living,,,,,,,,1845.60775
Local Authority,Gross Current Expenditure,8114615,2024,606,E10000015,Hertfordshire,E12000006,East of England,Expenditure,Long Term Care,Gross Current Expenditure,,18 to 64,Mental Health Support,Community: Supported Living,,,,,,,,6874
Local Authority,Gross Current Expenditure,8114615,2024,506,E10000007,Derbyshire,E12000004,East Midlands,Expenditure,Long Term Care,Gross Current Expenditure,,18 to 64,Mental Health Support,Community: Supported Living,,,,,,,,2177.812
Local Authority,Gross Current Expenditure,8114615,2024,624,E06000031,Peterborough,E12000006,East of England,Expenditure,Long Term Care,Gross Current Expenditure,,18 to 64,Mental Health Support,Community: Supported Living,,,,,,,,1059.692
Local Authority,Gross Current Expenditure,8114615,2024,623,E10000003,Cambridgeshire,E12000006,East of England,Expenditure,Long Term Care,Gross Current Expenditure,,18 to 64,Mental Health Support,Community: Supported Living,,,,,,,,3010
Local Authority,Gross Current Expenditure,8114615,2024,609,E10000029,Suffolk,E12000006,East of England,Expenditure,Long Term Care,Gross Current Expenditure,,18 to 64,Mental Health Support,Community: Supported Living,,,,,,,,0
Local Authority,Gross Current Expenditure,8114615,2024,510,E06000017,Rutland,E12000004,East Midlands,Expenditure,Long Term Care,Gross Current Expenditure,,18 to 64,Mental Health Support,Community: Supported Living,,,,,,,,21.46752221
Local Authority,Gross Current Expenditure,8114615,2024,625,E06000055,Bedford,E12000006,East of England,Expenditure,Long Term Care,Gross Current Expenditure,,18 to 64,Mental Health Support,Community: Supported Living,,,,,,,,3376.50382
Local Authority,Gross Current Expenditure,8114615,2024,626,E06000056,Central Bedfordshire,E12000006,East of England,Expenditure,Long Term Care,Gross Current Expenditure,,18 to 64,Mental Health Support,Community: Supported Living,,,,,,,,3594.046873
Local Authority,Gross Current Expenditure,8114615,2024,615,E06000037,West Berkshire,E12000008,South East,Expenditure,Long Term Care,Gross Current Expenditure,,18 to 64,Mental Health Support,Community: Supported Living,,,,,,,,2375.620833
Local Authority,Gross Current Expenditure,8114615,2024,607,E10000020,Norfolk,E12000006,East of England,Expenditure,Long Term Care,Gross Current Expenditure,,18 to 64,Mental Health Support,Community: Supported Living,,,,,,,,3332.82656
Local Authority,Gross Current Expenditure,8114615,2024,704,E09000012,Hackney,E12000007,London,Expenditure,Long Term Care,Gross Current Expenditure,,18 to 64,Mental Health Support,Community: Supported Living,,,,,,,,4188
Local Authority,Gross Current Expenditure,8114615,2024,702,E09000007,Camden,E12000007,London,Expenditure,Long Term Care,Gross Current Expenditure,,18 to 64,Mental Health Support,Community: Supported Living,,,,,,,,2966.49711
Local Authority,Gross Current Expenditure,8114615,2024,617,E06000039,Slough,E12000008,South East,Expenditure,Long Term Care,Gross Current Expenditure,,18 to 64,Mental Health Support,Community: Supported Living,,,,,,,,521.7875581
Local Authority,Gross Current Expenditure,8114615,2024,614,E06000036,Bracknell Forest,E12000008,South East,Expenditure,Long Term Care,Gross Current Expenditure,,18 to 64,Mental Health Support,Community: Supported Living,,,,,,,,1269
Local Authority,Gross Current Expenditure,8114615,2024,708,E09000022,Lambeth,E12000007,London,Expenditure,Long Term Care,Gross Current Expenditure,,18 to 64,Mental Health Support,Community: Supported Living,,,,,,,,6.54331467
Local Authority,Gross Current Expenditure,8114615,2024,703,E09000011,Greenwich,E12000007,London,Expenditure,Long Term Care,Gross Current Expenditure,,18 to 64,Mental Health Support,Community: Supported Living,,,,,,,,2787.77794
Local Authority,Gross Current Expenditure,8114615,2024,619,E06000041,Wokingham,E12000008,South East,Expenditure,Long Term Care,Gross Current Expenditure,,18 to 64,Mental Health Support,Community: Supported Living,,,,,,,,0
Local Authority,Gross Current Expenditure,8114615,2024,616,E06000038,Reading,E12000008,South East,Expenditure,Long Term Care,Gross Current Expenditure,,18 to 64,Mental Health Support,Community: Supported Living,,,,,,,,2689
Local Authority,Gross Current Expenditure,8114615,2024,712,E09000032,Wandsworth,E12000007,London,Expenditure,Long Term Care,Gross Current Expenditure,,18 to 64,Mental Health Support,Community: Supported Living,,,,,,,,8374.136223
Local Authority,Gross Current Expenditure,8114615,2024,706,E09000019,Islington,E12000007,London,Expenditure,Long Term Care,Gross Current Expenditure,,18 to 64,Mental Health Support,Community: Supported Living,,,,,,,,0
Local Authority,Gross Current Expenditure,8114615,2024,622,E06000034,Thurrock,E12000006,East of England,Expenditure,Long Term Care,Gross Current Expenditure,,18 to 64,Mental Health Support,Community: Supported Living,,,,,,,,2542.774574
Local Authority,Gross Current Expenditure,8114615,2024,618,E06000040,Windsor and Maidenhead,E12000008,South East,Expenditure,Long Term Care,Gross Current Expenditure,,18 to 64,Mental Health Support,Community: Supported Living,,,,,,,,1729
Local Authority,Gross Current Expenditure,8114615,2024,718,E09000004,Bexley,E12000007,London,Expenditure,Long Term Care,Gross Current Expenditure,,18 to 64,Mental Health Support,Community: Supported Living,,,,,,,,2066.6
Local Authority,Gross Current Expenditure,8114615,2024,709,E09000023,Lewisham,E12000007,London,Expenditure,Long Term Care,Gross Current Expenditure,,18 to 64,Mental Health Support,Community: Supported Living,,,,,,,,0
Local Authority,Gross Current Expenditure,8114615,2024,705,E09000013,Hammersmith and Fulham,E12000007,London,Expenditure,Long Term Care,Gross Current Expenditure,,18 to 64,Mental Health Support,Community: Supported Living,,,,,,,,2520.779
Local Authority,Gross Current Expenditure,8114615,2024,707,E09000020,Kensington and Chelsea,E12000007,London,Expenditure,Long Term Care,Gross Current Expenditure,,18 to 64,Mental Health Support,Community: Supported Living,,,,,,,,290.561975
Local Authority,Gross Current Expenditure,8114615,2024,725,E09000015,Harrow,E12000007,London,Expenditure,Long Term Care,Gross Current Expenditure,,18 to 64,Mental Health Support,Community: Supported Living,,,,,,,,0
Local Authority,Gross Current Expenditure,8114615,2024,710,E09000028,Southwark,E12000007,London,Expenditure,Long Term Care,Gross Current Expenditure,,18 to 64,Mental Health Support,Community: Supported Living,,,,,,,,786.40575
